real_name,cha01_20130131,cha01_20130228,cha01_20130331,cha01_20130430,cha01_20130531,cha01_20130630,cha01_20130731,cha01_20130831,cha01_20130930,cha01_20131031,cha01_20131130,cha01_20131231,cha01_20140331,cha01_20140430,cha01_20140531,cha01_20140630,cha01_20140731,cha01_20140831,cha01_20140930,cha01_20141031,cha01_20141130,cha01_20141231,cha01_20150131,cha01_20150228,cha01_20150331,cha01_20150430,cha01_20150531,cha01_20150630,cha01_20150731,cha01_20150831,cha01_20150930,cha01_20151031,cha01_20151130,cha01_20151231,cha01_20160131,cha01_20160229,cha01_20160331,cha01_20160430,cha01_20160531,cha01_20160630,cha01_20160731,cha01_20160831,cha01_20160930,cha01_20161031,cha01_20161130,cha01_20161231,cha01_20170131,cha01_20170228,cha01_20170331,cha01_20170430,cha01_20170531,cha01_20170630,cha01_20170731,cha01_20170831,cha01_20170930,cha01_20171031,cha01_20171130,cha01_20171231,cha01_20180131,cha01_20180228,cha01_20180331,cha01_20180430,cha01_20180531,cha01_20180630,cha01_20180731,cha01_20180831,cha01_20180930,cha01_20181031,cha01_20181130,cha01_20181231,cha01_20190131,cha01_20190228,cha01_20190331,cha01_20190430,cha01_20190531,cha01_20190630,cha01_20190731,cha01_20190831,cha01_20190930,cha01_20191031,cha01_20191130,cha01_20191231,cha01_20200131,cha01_20200229,cha01_20200331,cha01_20200430,cha01_20200531,cha01_20200630,cha01_20200731,cha01_20200831,cha01_20200930,cha01_20201031,cha01_20201130,cha01_20201231,cha01_20210131,cha01_20210228,cha01_20210331,cha01_20210430,cha01_20210831,cha01_20210930,cha01_20211031,cha01_20211130,cha01_20211231,cha01_20220131,cha01_20220228,cha01_20220531,cha01_20220630,cha01_20220731,cha01_20220831,cha01_20220930,cha01_20221031,cha01_20221130,cha01_20221231,cha01_20230131,cha01_20230228,cha01_20230331,cha01_20230430,cha01_20230531,cha01_20230630,cha01_20230731,cha01_20230831,cha01_20230930,cha01_20231031,cha01_20231130,ns,pbias,rsq,rmse
26,0.7444,1.854,2.447,1.267,2.01,1.403,20.43,12.74,2.922,3.124,1.179,1.955,1.852,1.293,1.051,2.897,14.73,15.88,3.169,3.974,2.906,2.529,0.8338,0.3934,0.6182,1.839,0.7125,0.8437,3.972,2.99,0.8372,3.244,2.898,3.858,0.9096,1.388,2.216,4.133,2.687,0.7783,12.79,0.53,4.497,3.625,0.3907,0.2423,0.1885,0.1547,0.1301,0.1415,0.008417,0.003789,4.992,7.277,3.292,3.319,0.2553,0.5264,1.306,0.2634,2.704,3.904,2.469,1.378,9.128,12.85,12.33,3.039,1.632,0.8422,0.2304,1.169,0.4393,0.9008,0.9826,1.77,8.725,4.519,4.636,7.363,0.6562,0.6743,2.168,1.281,1.526,1.198,0.6798,3.243,18.24,35.87,5.515,0.1881,1.101,0.3975,0.4207,0.5736,1.872,1.719,12.72,3.715,0.6254,1.424,1.224,0.1786,0.1193,0.08802,2.97,3.782,6.826,1.608,0.4073,2.248,1.139,0.8843,0.2582,0.3023,0.6321,4.427,7.84,39.4,9.388,5.305,0.922,2.488,0.8720376284651206,8.570347369435343,0.8764826597894025,2.1254714138257436
27,0.442,0.7363,2.148,1.182,1.603,1.826,17.41,11.6,5.409,3.688,1.113,2.273,1.51,1.284,1.135,2.379,12.89,15.82,4.357,4.261,3.108,2.776,0.6152,0.3608,0.5822,1.834,0.8015,0.5475,4.291,2.843,1.403,3.241,3.147,4.187,0.961,0.8158,2.279,3.395,3.136,0.6742,12.49,0.5773,3.786,4.758,0.7187,0.3355,0.2438,0.1809,0.1451,0.1089,0.008828,0.006027,4.583,6.825,4.412,3.936,0.4591,0.306,0.5127,0.2545,2.657,3.592,2.81,0.8312,9.015,9.04,15.63,3.918,1.838,1.131,0.3177,0.4436,0.3695,0.7493,0.7088,1.748,7.234,6.127,4.531,8.241,0.7914,0.7821,2.034,1.456,1.689,0.9256,0.694,2.911,15.89,37.0,6.877,0.4742,0.7807,0.5996,0.3402,0.678,1.686,1.879,10.99,5.819,1.362,1.484,1.407,0.2875,0.1788,0.05348,2.512,4.328,7.085,2.124,0.4027,1.855,1.158,0.4195,0.2475,0.2156,0.5833,3.406,6.405,39.05,10.95,6.273,1.809,2.468,0.8411042405502532,8.403626662169977,0.8453894430662702,2.3684830538470374
28,0.4112,0.7534,2.998,1.576,2.784,1.642,21.48,14.23,2.85,3.448,1.944,1.931,2.566,1.354,1.42,4.197,15.6,16.61,3.031,4.265,2.792,2.4,0.5732,0.5131,0.984,2.432,0.8227,1.57,5.232,3.916,0.7539,3.551,3.687,3.924,0.4988,1.805,2.356,4.774,2.607,1.292,13.59,1.087,5.699,3.573,0.3508,0.4289,0.2854,0.2192,0.1568,0.187,0.01784,0.01503,6.688,8.377,3.166,3.504,0.3346,0.4273,0.581,0.2608,3.927,4.093,2.661,1.739,10.18,14.96,11.95,3.197,1.869,0.9853,0.2822,1.14,0.6832,1.385,1.772,2.852,10.43,4.601,5.191,6.834,0.9503,0.8087,2.489,1.783,1.499,1.7,1.059,4.412,19.9,34.7,5.668,0.2467,1.648,0.417,0.3878,0.9043,2.216,1.68,14.69,2.921,0.8677,1.872,1.251,0.2576,0.2,0.204,4.792,4.088,7.367,1.783,0.7964,2.893,0.7789,0.5913,0.2899,0.4155,1.116,5.258,9.153,40.43,8.75,5.769,0.5604,3.222,0.8526422369392589,19.011411158219303,0.8701653181014867,2.280870552952669
29,0.5528,1.156,2.88,1.159,2.656,1.144,22.07,13.66,2.523,3.238,1.706,1.655,2.251,1.137,1.097,3.825,15.65,16.57,2.858,3.954,2.89,2.089,0.6205,0.3837,0.7318,2.28,0.6641,1.336,4.906,3.613,0.5828,3.342,3.658,3.837,0.5329,1.322,2.362,4.625,2.321,0.9407,13.62,0.5944,5.641,3.514,0.2753,0.2711,0.1987,0.1433,0.09956,0.07131,0.01136,0.01192,6.307,8.337,3.094,3.316,0.235,0.367,0.8597,0.2282,3.558,3.961,2.425,1.955,9.774,15.94,10.68,3.047,1.725,0.9206,0.2215,0.7226,0.4162,1.018,1.244,2.438,10.49,4.041,5.289,6.736,0.5605,0.6637,2.462,1.832,1.277,1.179,0.8413,4.125,20.6,33.96,5.534,0.2018,1.239,0.3269,0.3542,0.7557,2.234,1.526,14.88,2.35,0.747,1.638,1.187,0.1891,0.1408,0.09453,4.36,3.952,7.347,1.787,0.4031,2.5,0.8689,0.5466,0.2406,0.2147,0.7646,5.462,9.408,39.33,8.981,5.424,0.4961,2.912,0.8631295197599966,14.297836770090576,0.8749009129530931,2.198209213194363
30,0.8057,0.9458,1.475,1.67,1.838,2.138,14.16,10.22,5.022,4.471,2.034,2.304,1.246,1.652,1.379,2.311,10.23,14.16,4.477,4.857,3.574,3.017,1.214,0.6055,0.6499,1.678,0.9935,0.674,3.668,3.278,1.448,3.239,3.152,3.769,1.67,1.245,2.028,3.075,3.145,1.45,10.41,2.029,3.076,4.727,1.655,0.8083,0.4878,0.2735,0.2231,0.2008,0.01711,0.006723,3.404,5.928,4.139,4.496,1.363,0.7301,0.8013,0.3323,2.115,3.405,2.925,1.243,7.376,9.096,13.76,4.735,2.489,1.6,0.6456,0.7748,0.6559,1.021,0.9645,2.087,6.141,5.586,4.291,7.543,2.109,1.394,1.936,1.546,1.697,1.373,1.04,2.703,13.2,36.0,6.623,1.644,1.296,1.124,0.621,0.7778,1.484,1.947,10.1,5.351,2.522,2.013,1.658,0.5652,0.2692,0.2238,2.215,3.773,6.205,2.416,1.313,1.998,1.72,0.7702,0.3743,0.3294,0.8889,2.818,6.06,35.68,9.973,6.184,3.024,2.756,0.8346288514759643,7.0160515031798045,0.8387733035135687,2.4162618644983964
31,0.4259,0.7354,2.887,1.527,2.716,1.452,21.22,13.69,2.381,3.272,1.969,1.823,2.518,1.284,1.277,4.097,15.17,15.75,2.846,4.018,2.698,2.29,0.5479,0.4889,0.8858,2.307,0.7454,1.608,4.879,3.698,0.5783,3.386,3.532,3.813,0.4868,1.69,2.261,4.542,2.325,1.231,13.17,1.007,5.541,3.322,0.3703,0.4308,0.2767,0.2056,0.1355,0.1617,0.01498,0.01241,6.412,8.151,2.88,3.175,0.3507,0.5435,0.5234,0.2291,3.776,3.944,2.447,1.88,9.794,15.23,10.83,3.114,1.823,0.9313,0.2996,1.124,0.5798,1.345,1.679,2.746,10.1,4.285,4.839,6.493,0.9225,0.7776,2.393,1.68,1.38,1.619,0.8864,4.227,19.46,33.19,5.215,0.2611,1.643,0.4237,0.4019,0.8653,2.1,1.536,14.36,2.5,0.7533,1.844,1.197,0.2666,0.2051,0.1701,4.682,3.683,7.016,1.663,0.7339,2.816,0.7102,0.7587,0.2763,0.3756,1.034,5.257,9.171,38.16,8.281,5.27,0.4636,3.158,0.8666164966357311,13.945531412603579,0.8740677312092114,2.1700272538769068
32,0.677,0.8913,1.397,1.418,1.494,1.867,18.56,12.51,3.767,3.853,1.606,2.249,1.058,1.377,0.9533,2.078,13.49,15.39,3.422,4.317,3.336,2.975,1.06,0.4459,0.4062,1.341,0.6655,0.4827,3.358,3.003,1.114,2.922,2.877,3.889,1.609,1.005,1.839,2.802,2.89,1.113,11.55,1.411,3.042,4.542,1.443,0.5924,0.298,0.1594,0.1176,0.07589,0.004157,0.002483,3.355,6.6,3.783,3.982,1.08,0.5129,0.5539,0.2236,1.881,3.328,2.597,1.175,8.738,11.28,13.15,3.987,2.171,1.321,0.4924,0.5212,0.3725,0.6706,0.7085,1.675,7.308,5.071,4.292,8.157,1.489,1.049,1.663,1.337,1.567,1.095,0.6527,2.412,16.23,35.95,6.494,1.221,1.016,0.8928,0.4672,0.5672,1.266,1.682,11.94,4.462,1.638,1.61,1.452,0.4624,0.1852,0.08162,2.001,3.482,6.406,2.055,0.8787,1.751,1.557,0.6232,0.2472,0.1778,0.5206,2.782,6.998,38.6,9.962,5.532,2.438,2.341,0.8620508086199157,6.226404413181729,0.8636331983790383,2.206854536169066
33,0.4217,0.7054,2.61,1.049,2.268,1.211,20.74,13.48,2.479,3.151,1.671,1.801,2.024,0.965,0.9417,3.507,14.9,16.05,2.629,3.834,2.766,2.17,0.524,0.3927,0.616,1.921,0.5945,1.219,4.543,3.204,0.6147,2.996,3.463,3.888,0.5003,1.319,2.258,4.127,2.031,0.8776,13.05,0.6572,5.212,3.316,0.3996,0.3493,0.2411,0.1522,0.08812,0.04181,0.007549,0.01105,5.972,7.771,2.835,3.171,0.3614,0.3166,0.391,0.1749,3.399,3.574,2.179,1.631,9.701,14.54,11.22,2.977,1.739,0.9774,0.2933,0.7705,0.371,0.8298,1.101,2.141,9.747,3.917,4.802,6.6,0.6945,0.6935,2.369,1.698,1.239,1.094,0.6099,3.826,19.48,33.79,5.445,0.3346,1.312,0.4242,0.3356,0.6213,1.825,1.351,13.93,2.603,0.7022,1.6,1.238,0.261,0.1742,0.08597,4.028,3.501,6.85,1.579,0.5004,2.441,0.7251,0.3682,0.2318,0.195,0.6352,4.745,8.667,39.14,8.389,5.305,0.5739,2.892,0.8707864703883316,8.88297335710156,0.8755639950147558,2.1358370858633395
34,0.8739,1.936,1.662,0.861,1.255,0.8369,16.85,9.611,1.75,1.982,1.064,1.105,1.154,0.83,0.4653,1.947,11.71,10.29,1.464,2.932,1.82,1.867,1.044,0.7392,0.7376,1.047,0.291,0.5576,1.95,1.624,0.3693,2.381,1.669,2.056,1.024,1.423,1.381,2.113,1.063,0.6563,10.29,0.4136,3.073,2.065,0.601,0.6378,0.495,0.4259,0.3391,0.2697,0.01396,0.002208,2.4,3.782,1.485,2.176,0.5298,0.8967,1.558,0.4391,1.2,2.141,0.9978,1.009,6.575,9.9,8.879,2.307,1.147,0.8133,0.5636,1.499,0.6066,0.7453,0.618,0.9977,4.907,2.296,3.793,6.535,0.7456,0.7514,1.408,0.992,0.8488,0.7826,0.3946,1.6,14.07,28.94,3.454,0.4747,1.002,0.6079,0.7176,0.6195,1.061,0.8967,8.762,1.632,0.9394,1.06,0.9575,0.5307,0.4435,0.05255,1.723,1.703,3.195,0.9163,0.5518,1.493,1.09,1.092,0.5667,0.4369,0.5187,2.786,4.96,30.36,4.707,3.182,1.007,1.485,0.8295204652321493,-22.592812198882246,0.8789288637228514,2.4532977130519313
35,0.7084,1.329,2.771,1.198,2.35,1.385,21.09,13.65,2.311,2.977,1.584,1.832,2.21,1.053,1.013,3.698,15.05,15.64,2.524,3.8,2.546,2.504,0.7379,0.4497,0.7252,1.918,0.5988,1.299,4.537,3.23,0.6252,3.027,3.31,3.79,0.6321,1.8,2.201,4.114,1.971,0.97,13.18,0.7553,5.284,3.097,0.3234,0.3495,0.2357,0.1587,0.09607,0.09127,0.008472,0.009794,6.136,7.809,2.596,2.908,0.2745,0.3999,0.9083,0.2076,3.496,3.615,2.093,1.687,10.02,14.64,11.4,2.918,1.647,0.8206,0.2577,1.08,0.4233,1.093,1.31,2.311,9.784,4.02,4.504,6.604,0.7241,0.664,2.317,1.459,1.237,1.417,0.6015,3.873,19.08,33.9,5.118,0.2554,1.489,0.424,0.4162,0.784,1.779,1.425,13.63,2.799,0.574,1.647,1.144,0.2337,0.1705,0.1096,4.212,3.44,6.718,1.41,0.5559,2.658,0.8645,0.6525,0.2443,0.2596,0.8369,4.866,8.777,39.23,7.98,4.998,0.4144,2.93,0.869447389363709,9.854862690306415,0.8746934688205513,2.1468757408131696
36,0.6916,1.621,2.725,0.748,1.946,0.8389,21.26,12.78,2.244,2.82,1.419,1.553,1.744,0.7972,0.6064,2.972,15.11,16.4,2.344,3.485,2.777,2.062,0.7639,0.4522,0.5813,1.779,0.4677,0.9512,4.04,2.923,0.4703,2.74,3.42,3.723,0.6449,1.182,2.287,3.94,1.79,0.6626,12.89,0.3853,4.725,3.09,0.303,0.2727,0.1954,0.1362,0.08661,0.05209,0.007644,0.01047,5.432,7.677,2.751,2.874,0.2534,0.4687,0.9654,0.1949,2.746,3.437,1.883,1.765,9.093,15.03,10.21,2.77,1.506,0.8696,0.2512,0.8989,0.2474,0.6046,0.6912,1.526,9.601,3.457,4.892,6.548,0.4061,0.4887,2.099,1.726,1.043,0.6934,0.3598,3.212,20.43,33.46,5.351,0.2192,0.9364,0.3348,0.3993,0.4431,1.646,1.226,14.15,2.116,0.5388,1.381,1.155,0.2044,0.152,0.02191,3.335,3.427,6.89,1.526,0.2647,1.876,0.8686,0.7322,0.2744,0.173,0.3239,4.481,8.759,38.86,8.705,4.838,0.4048,2.486,0.8761073019994302,4.783538253998843,0.8793230793813505,2.0913994214592604
37,0.4182,0.7094,2.466,0.6921,1.969,0.772,20.61,12.26,2.14,2.847,1.494,1.568,1.656,0.7662,0.6148,2.864,14.55,15.76,2.311,3.431,2.8,1.822,0.5146,0.4098,0.403,1.765,0.4508,0.85,3.931,2.809,0.4328,2.585,3.451,3.717,0.4776,0.6835,2.204,3.819,1.679,0.5079,12.54,0.2875,4.399,3.233,0.3822,0.3392,0.2364,0.165,0.1087,0.06209,0.009221,0.01254,5.11,7.394,2.688,2.957,0.3267,0.3113,0.3557,0.1773,2.624,3.328,1.873,1.609,8.747,14.61,9.496,2.753,1.561,0.958,0.2934,0.3881,0.225,0.4257,0.5396,1.48,9.512,3.252,4.769,6.354,0.4211,0.5071,2.021,1.772,1.017,0.5994,0.3645,3.222,19.68,32.05,5.168,0.2945,0.7606,0.3521,0.3311,0.4259,1.665,1.183,13.79,1.958,0.6056,1.432,1.174,0.2579,0.1916,0.0202,3.085,3.329,6.617,1.513,0.2416,1.692,0.6652,0.3742,0.2412,0.1608,0.2693,4.363,8.557,36.92,8.316,4.73,0.5225,2.524,0.8781612286260541,0.3294832819425701,0.8783082950841771,2.0739910774852035
38,0.7878,0.9105,1.517,1.567,1.763,1.998,14.22,10.35,5.012,4.464,1.975,2.382,1.241,1.547,1.221,2.28,10.3,14.57,4.525,4.826,3.574,3.104,1.21,0.5544,0.5895,1.629,0.8599,0.5826,3.664,3.19,1.25,3.196,3.16,3.805,1.7,1.242,2.041,3.008,2.984,1.367,10.44,1.864,3.064,4.751,1.622,0.698,0.4313,0.2288,0.1761,0.1438,0.00995,0.0054,3.467,6.072,4.125,4.463,1.18,0.6551,0.7184,0.3022,2.166,3.368,2.772,1.133,7.404,8.979,13.98,4.82,2.636,1.564,0.6136,0.7057,0.5855,0.9033,0.8503,1.977,6.064,5.612,4.388,7.433,2.046,1.366,1.88,1.581,1.64,1.254,0.8838,2.597,13.38,36.4,6.908,1.691,1.236,1.072,0.5526,0.753,1.455,1.811,10.17,5.356,2.454,1.956,1.608,0.5298,0.2217,0.126,2.282,3.72,6.154,2.343,1.129,1.923,1.687,0.7108,0.3286,0.2799,0.7782,2.715,6.112,36.09,10.18,6.322,3.184,2.751,0.835953191239385,6.512707169011368,0.8387143372381711,2.406567356085219
39,0.3832,0.6984,2.767,1.123,2.351,1.154,20.87,13.31,2.314,3.058,1.679,1.683,2.159,1.015,0.9635,3.603,14.9,15.82,2.622,3.766,2.683,2.078,0.4836,0.4163,0.7408,2.025,0.5915,1.324,4.632,3.288,0.5587,3.022,3.455,3.816,0.4346,1.39,2.248,4.239,1.997,0.9061,12.99,0.6585,5.257,3.293,0.3323,0.3192,0.2426,0.1771,0.1304,0.09008,0.01378,0.01251,6.145,7.815,2.789,3.115,0.2775,0.2939,0.4539,0.2193,3.557,3.6,2.131,1.765,9.557,14.87,10.54,2.867,1.637,0.9047,0.2568,0.6773,0.43,0.9557,1.192,2.279,9.834,3.908,4.819,6.425,0.6404,0.6642,2.36,1.703,1.234,1.201,0.6824,3.928,19.46,32.94,5.221,0.2201,1.275,0.3642,0.3151,0.704,1.908,1.358,14.03,2.376,0.6506,1.576,1.178,0.2357,0.1837,0.09644,4.194,3.551,6.83,1.554,0.4713,2.497,0.6917,0.3855,0.244,0.2453,0.7245,4.938,8.829,38.21,8.15,5.095,0.4485,2.842,0.8717949219791118,8.355152726922334,0.8751265131426015,2.1274861518796113
40,0.3796,0.6971,2.803,1.245,2.586,1.096,21.33,13.26,2.379,3.193,1.809,1.633,2.267,1.118,1.032,3.742,15.04,16.05,2.825,3.845,2.838,2.026,0.4789,0.3957,0.7851,2.21,0.6241,1.433,4.787,3.541,0.5297,3.236,3.638,3.805,0.4261,1.439,2.294,4.501,2.168,0.9726,13.09,0.699,5.49,3.443,0.3105,0.3118,0.2346,0.1752,0.1213,0.0845,0.01108,0.009104,6.284,8.077,3.013,3.269,0.2605,0.2947,0.4832,0.2212,3.659,3.797,2.315,1.991,9.39,15.61,10.1,2.949,1.707,0.9627,0.2487,0.5123,0.4585,1.093,1.315,2.47,10.18,3.858,5.129,6.466,0.6597,0.7016,2.459,1.826,1.295,1.232,0.8364,4.124,19.94,32.64,5.35,0.2064,1.31,0.3488,0.3122,0.7172,2.121,1.409,14.57,2.188,0.7586,1.652,1.186,0.2237,0.1719,0.09441,4.425,3.754,7.001,1.716,0.5047,2.568,0.7139,0.3814,0.2393,0.2467,0.7745,5.319,9.17,37.63,8.509,5.212,0.5162,2.926,0.8704546176371197,10.929705627288493,0.8754298213382865,2.138578009802451
41,0.9367,1.467,1.769,1.151,1.534,1.255,17.44,11.35,3.527,3.671,1.32,2.114,1.352,1.186,0.7849,2.301,12.25,14.89,3.839,4.129,3.19,2.889,1.215,0.4962,0.5702,1.42,0.5543,0.64,3.717,2.847,0.9274,3.096,2.65,3.713,1.672,1.4,1.972,2.95,2.626,0.8277,11.11,0.8447,3.865,3.914,1.033,0.369,0.2544,0.1716,0.1327,0.1119,0.007402,0.003414,4.203,6.578,3.69,3.803,0.5903,0.4471,1.058,0.2886,2.236,3.414,2.311,1.177,8.042,10.78,12.6,3.958,2.048,1.195,0.4562,0.8625,0.4582,0.7775,0.7629,1.484,6.846,5.026,4.387,7.408,1.181,0.9686,1.959,1.428,1.473,0.9542,0.4833,2.605,15.5,35.51,6.23,0.8863,1.033,0.7094,0.4686,0.6662,1.473,1.504,11.18,4.417,1.532,1.494,1.403,0.3717,0.1746,0.05943,2.683,3.625,6.204,2.036,0.5244,1.902,1.575,0.7353,0.2642,0.2412,0.5868,3.458,6.549,36.88,10.05,5.622,2.225,2.294,0.869946423539111,3.4551565812295246,0.8708354345188444,2.1427686220919364
42,0.9135,1.718,1.708,1.37,1.831,1.519,19.49,12.35,3.543,3.6,1.704,1.826,1.316,1.296,1.038,2.549,14.15,15.92,3.385,4.149,3.072,2.616,1.398,0.7789,0.7326,1.487,0.7548,0.8441,3.144,3.12,1.114,3.351,2.764,3.368,1.644,1.608,1.78,3.318,2.741,1.364,11.83,1.2,3.355,3.827,1.182,0.7377,0.4078,0.2824,0.1861,0.143,0.007628,0.00178,2.77,6.272,3.837,3.861,1.06,0.8987,1.197,0.338,1.599,3.212,2.52,1.491,7.821,11.98,12.39,3.718,2.023,1.327,0.6975,1.219,0.457,0.6854,0.7633,1.576,7.861,4.77,5.159,7.675,1.346,1.014,1.771,1.361,1.469,1.214,0.7732,2.554,17.72,35.45,5.985,1.302,1.377,0.7522,0.6482,0.546,1.318,1.495,12.96,3.961,2.032,1.668,1.442,0.6178,0.3601,0.06781,1.94,3.127,6.706,2.023,1.001,1.875,1.386,1.004,0.4218,0.3155,0.5269,3.25,7.039,38.92,9.827,5.875,2.186,2.326,0.8682940756256317,8.322103969936405,0.8709152846349535,2.1563377383381583
43,0.5759,1.277,2.587,1.006,2.232,0.8949,21.51,13.03,2.041,2.819,1.565,1.504,1.954,1.019,0.8148,3.291,15.05,16.06,2.404,3.542,2.798,1.966,0.6289,0.3881,0.5311,1.806,0.5439,1.22,4.22,2.986,0.4354,2.823,3.485,3.707,0.5387,1.254,2.215,4.304,1.837,0.7648,12.96,0.4912,5.005,3.142,0.2794,0.2907,0.204,0.1737,0.1325,0.124,0.01766,0.01345,5.754,7.646,2.752,2.891,0.2492,0.4051,0.9424,0.2325,3.182,3.594,2.017,2.017,9.303,15.98,9.757,2.789,1.48,0.8178,0.2273,0.7667,0.3703,0.8496,0.9185,1.883,9.867,3.357,4.77,6.44,0.5377,0.539,2.292,1.697,1.147,0.9668,0.5559,3.655,20.21,33.22,5.134,0.1782,1.103,0.3219,0.39,0.5369,1.828,1.282,14.27,1.935,0.4882,1.484,1.118,0.1948,0.1583,0.09462,3.818,3.272,6.671,1.464,0.3511,2.297,0.8237,0.594,0.2461,0.2819,0.6488,5.238,9.211,38.26,8.441,4.758,0.3499,2.585,0.8768785037351555,6.563964636731545,0.8801485710409985,2.084880035348402
44,0.5932,1.323,2.889,1.116,2.771,0.9881,22.38,13.18,2.663,3.335,1.8,1.601,2.277,1.206,1.192,3.752,15.79,16.82,2.942,4.017,3.082,1.984,0.6867,0.4361,0.8009,2.421,0.6806,0.977,4.841,3.661,0.5948,3.601,3.812,3.814,0.576,1.115,2.338,4.876,2.486,0.7677,13.68,0.3481,5.297,3.709,0.2871,0.299,0.206,0.147,0.09579,0.06912,0.00894,0.007502,5.365,8.53,3.278,3.436,0.2372,0.4709,0.9764,0.2337,3.129,4.134,2.626,1.721,9.109,15.66,10.38,3.106,1.822,1.017,0.2444,0.8895,0.3332,0.8523,0.9816,2.376,10.68,4.117,5.56,6.807,0.4344,0.6802,2.354,1.977,1.299,1.04,0.9619,3.924,21.06,33.89,5.64,0.227,0.9863,0.3383,0.3865,0.626,2.365,1.584,15.15,2.24,0.9596,1.723,1.207,0.2063,0.1537,0.05356,3.545,4.209,7.502,1.926,0.2964,2.213,0.9085,0.6753,0.2753,0.2114,0.6192,5.75,9.524,39.13,9.394,5.517,0.6263,2.967,0.8593007583857796,14.465458662555406,0.8716240851598022,2.2287430735616938
45,0.723,1.484,2.683,0.9233,2.202,1.145,21.3,13.31,2.578,3.141,1.516,1.8,1.908,0.9358,0.9569,3.343,15.28,16.23,2.628,3.896,2.828,2.247,0.8213,0.4869,0.5492,1.977,0.5738,0.9295,4.469,3.231,0.6736,3.116,3.52,3.879,0.6928,1.144,2.307,4.187,2.178,0.7653,13.18,0.423,5.087,3.388,0.337,0.2976,0.2063,0.142,0.07876,0.04567,0.005978,0.008706,5.634,7.963,2.915,3.212,0.2877,0.5028,1.067,0.2057,3.05,3.681,2.245,1.537,9.558,14.44,11.31,2.946,1.725,0.9683,0.283,0.8993,0.3222,0.859,0.9102,1.963,9.958,4.001,5.005,6.762,0.5077,0.6122,2.285,1.747,1.255,0.9879,0.6692,3.599,19.81,33.89,5.527,0.3,1.083,0.3973,0.452,0.6042,1.882,1.475,13.96,2.695,0.7106,1.578,1.243,0.2339,0.1625,0.04641,3.554,3.776,7.068,1.65,0.3294,2.159,0.9727,0.6923,0.279,0.1731,0.4702,4.815,8.636,39.4,8.547,5.378,0.5942,2.803,0.8677756943158613,9.601663133551742,0.873876224299506,2.1605771355154757
46,0.7353,1.184,1.496,1.356,1.457,1.747,13.71,10.38,4.893,4.348,1.781,2.202,1.078,1.284,1.016,2.005,10.25,14.23,4.622,4.763,3.461,3.057,1.211,0.558,0.4967,1.405,0.7457,0.4833,3.204,2.828,1.291,3.132,2.939,3.82,1.676,1.119,1.929,2.853,2.947,1.158,10.1,1.596,3.075,4.506,1.531,0.6346,0.3276,0.2135,0.1598,0.1241,0.009699,0.004656,3.182,5.866,4.251,4.447,1.134,0.6233,0.7986,0.2744,1.73,3.188,2.685,1.075,7.16,8.349,11.28,4.754,2.443,1.493,0.6302,0.7261,0.3684,0.613,0.584,1.473,5.711,5.534,4.468,7.44,1.849,1.114,1.816,1.477,1.652,1.019,0.6325,2.255,13.16,35.16,6.959,1.791,1.086,0.8162,0.4992,0.5628,1.312,1.704,9.766,5.127,2.451,1.749,1.529,0.554,0.2428,0.06433,1.823,3.487,6.135,2.428,0.8697,1.624,1.497,0.7259,0.3111,0.2191,0.4257,2.766,5.822,32.86,10.11,6.405,3.259,2.554,0.8415309723456517,0.954732366544613,0.8493789318868045,2.365300506581388
47,0.6971,1.68,2.928,0.9043,2.406,0.9371,21.75,13.03,2.612,3.149,1.621,1.59,2.086,0.9989,0.9633,3.417,15.45,16.56,2.694,3.838,2.954,2.1,0.7861,0.4543,0.7972,2.181,0.5572,0.9719,4.592,3.359,0.5776,3.256,3.715,3.778,0.6203,1.386,2.341,4.414,2.162,0.7093,13.35,0.3902,5.039,3.542,0.2849,0.2643,0.1977,0.1537,0.1102,0.07709,0.01155,0.01085,5.694,8.192,3.031,3.274,0.2356,0.4857,1.202,0.25,3.051,3.801,2.319,1.744,9.161,15.17,10.48,2.934,1.717,0.9614,0.2494,0.9853,0.3028,0.7532,0.8438,2.04,10.3,3.899,5.307,6.714,0.3817,0.5735,2.389,1.883,1.181,0.8553,0.6907,3.717,20.66,33.47,5.52,0.2291,0.9694,0.3462,0.4442,0.6483,2.169,1.483,14.63,2.233,0.8261,1.57,1.187,0.2091,0.1605,0.02483,3.593,4.023,7.257,1.785,0.2674,2.003,0.9561,0.7569,0.29,0.1955,0.4681,5.141,9.207,38.91,9.07,5.252,0.5961,2.774,0.8669246846341229,10.943418770476004,0.8742451032238311,2.167518836064302
